Sentence #,Word,Tag
Sentence 315,Fig. 4 ,O
,Installation,O
,dimensions,O
Sentence 316,Fig. 2 ,O
,Wiring,O
,"diagram,",O
,sensors,O
Sentence 317,Fig. 3 ,O
,Wiring,O
,"diagram,",O
,temperature,O
,relay,O
Sentence 318,Fig. 4 ,O
,"Wiring,",O
,moisture,O
,relay,O
Sentence 319,Fig. 4 ,O
,Fig.,O
Sentence 320,Fig. 5 ,O
,Exploded,O
,view,O
Sentence 321,Fig. 1 ,O
Sentence 322,Fig. 6 ,O
Sentence 323,Fig. 1 ,O
,Dimensional,O
,sketch,O
Sentence 324,Fig. 2 ,O
,Installation,O
,principle,O
Sentence 325,Fig. 4 ,O
,Vent,O
,plugs,O
Sentence 326,Fig. 7 ,O
,Start,O
,and,O
,stop,O
,levels,O
Sentence 327,Fig. 13 ,O
,Removing,O
,the,O
,grinder,O
,ring,O
Sentence 328,Fig. 9 ,O
,SEG,O
,pump,O
Sentence 329,Fig. 8 ,O
,Jerk,O
,direction,O
Sentence 330,Fig. 2 ,O
,Wiring,O
,diagram,O
,for,O
,single-phase,O
,pumps,O
Sentence 331,Fig. 3 ,O
,Wiring,O
,diagram,O
,for,O
,three-phase,O
,pumps,O
Sentence 332,Fig. 1 ,O
,Lifting,O
,points,O
Sentence 333,Fig. 4 ,O
,Back-to-back,O
,seal,O
,arrangement,O
,with,O
,cartridge,O
,seal,O
Sentence 334,Fig. 5 ,O
,Pump,O
,with,O
,dosing,O
,pump,O
,unit,O
Sentence 335,Fig. 6 ,O
,Pump,O
,with,O
,pressure,O
,intensifier,O
Sentence 336,Fig. 7 ,O
,Principle,O
,sketch,O
,of,O
,intensifier,O
,connections,O
Sentence 337,Fig. 2 ,O
,Back-to-back,O
,seal,O
,arrangement,O
,with,O
,two,O
,separate,O
,shaft,O
,seals,O
,in,O
,a,O
,seal,O
,chamber,O
Sentence 338,Fig. 3 ,O
,Direction,O
,of,O
,barrier,O
,fluid,O
Sentence 339,Fig. 1 ,O
,Back-to-back,O
,seal,O
,arrangement,O
,consisting,O
,of,O
,two,O
,shaft,O
,seals,O
Sentence 340,Fig. 8 ,O
,Exploded,O
,view,O
,of,O
,pressure,O
,intensifier,O
Sentence 341,Fig. 9 ,O
,Pump,O
,with,O
,pressure,O
,intensifier,O
Sentence 342,Fig. 4 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,cartridge,O
,seal,O
Sentence 343,Fig. 5 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,circulating,O
,flushing,O
,fluid,O
Sentence 344,Fig. 6 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,a,O
,dead-end,O
,flushingliquid,O
,supply,O
Sentence 345,Fig. 2 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,two,O
,separate,O
,shaft,O
,seals,O
,in,O
,a,O
,seal,O
,chamber,O
Sentence 346,Fig. 3 ,O
,Flow,O
,direction,O
,of,O
,flushing,O
,liquid,O
Sentence 347,Fig. 1 ,O
,Tandem,O
,seal,O
,arrangement,O
,consisting,O
,of,O
,two,O
,shaft,O
,seals,O
Sentence 348,Fig. 7 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,flushing,O
,fluid,O
,being,O
,led,O
,away,O
,to,O
,a,O
,drain,O
Sentence 349,Fig. 1 ,O
,The,O
,Oxiperm,O
,Pro,O
,–,O
,without,O
,cover,O
,and,O
,peripheral,O
,devices,O
Sentence 350,Fig. 6 ,O
,Oxiperm,O
,Pro,O
,"(OCD-162-30,",O
,-60),O
,hydraulic,O
,connections,O
,For,O
,nominal,O
,width,O
,of,O
,hose,O
,"connections,",O
,see,O
,section,O
,6.,O
,Technical,O
,data.,O
Sentence 351,Fig. 14 ,O
,SETUP,O
,user,O
,menu,O
,structure,O
Sentence 352,Fig. 22 ,O
,The,O
,Oxiperm,O
,Pro,O
,"OCD-162-5,",O
,-10,O
,with,O
,components,O
,according,O
,to,O
,fig.,O
Sentence 353,Fig. 17 ,O
,User,O
,alarm,O
,settings,O
Sentence 354,Fig. 15 ,O
,Language,O
,menu,O
Sentence 355,Fig. 5 ,O
,Oxiperm,O
,Pro,O
,"(OCD-162-5,",O
,-10),O
,hydraulic,O
,connections,O
Sentence 356,Fig. 21 ,O
,Oxiperm,O
,Pro,O
,with,O
,drill,O
,holes,O
,"(OCD-162-30,",O
,-60),O
,Length,O
,of,O
,the,O
,suction,O
,lines:,O
,max.,O
,6.0,O
,m.,O
,Room,O
,height:,O
,min.,O
,2.2,O
,m.,O
,Distance,O
,of,O
,both,O
,sides:,O
,min.,O
,0.2,O
,m.,O
Sentence 357,Fig. 12 ,O
,Display,O
,level,O
,during,O
,operation,O
Sentence 358,Fig. 16 ,O
,Service,O
,menu,O
,structure,O
Sentence 359,Fig. 20 ,O
,Oxiperm,O
,Pro,O
,with,O
,drill,O
,holes,O
,"(OCD-162-5,",O
,-10),O
Sentence 360,Fig. 9 ,O
,PROCESS,O
,RUNNING,O
,display,O
,level,O
Sentence 361,Fig. 2 ,O
,Components,O
,of,O
,the,O
,Oxiperm,O
,Pro,O
,standard,O
,device,O
,(here:,O
,"OCD-162-5,",O
,-10),O
Sentence 362,Fig. 19 ,O
,Nameplate,O
,e.g.,O
,for,O
,OCD-162-5-D/G,O
Sentence 363,Fig. 18 ,O
,CALIBRATION,O
,menu,O
,structure,O
Sentence 364,Fig. 11 ,O
,Display,O
,level,O
,after,O
,switching,O
,on,O
,the,O
,system,O
Sentence 365,Fig. 10 ,O
,PROCESS,O
,menu,O
,structure,O
Sentence 366,Fig. 8 ,O
,Display,O
,level,O
,after,O
,starting,O
,the,O
,system,O
Sentence 367,Fig. 7 ,O
,The,O
,display,O
,and,O
,control,O
,panel,O
Sentence 368,Fig. 4 ,O
,Complete,O
,Oxiperm,O
,Pro,O
,"OCD-162-30,",O
,-60,O
,system,O
,with,O
,measuring,O
,cell,O
,and,O
,without,O
,extension,O
,module,O
Sentence 369,Fig. 3 ,O
,Complete,O
,Oxiperm,O
,Pro,O
,"OCD-162-5,",O
,-10,O
,system,O
,with,O
,measuring,O
,cell,O
,and,O
,without,O
,extension,O
,module,O
Sentence 370,Fig. 13 ,O
,Flushing,O
,process,O
Sentence 371,Fig. 23 ,O
,Oxiperm,O
,Pro,O
,"OCD-162-30,",O
,-60,O
,with,O
,components,O
,according,O
,to,O
,fig.,O
Sentence 372,Fig. 1 ,O
,Fig.,O
Sentence 373,Fig. 3 ,O
,Mounting,O
,positions,O
Sentence 374,Fig. 6 ,O
,DIP,O
,switches,O
Sentence 375,Fig. 4 ,O
,Orientation,O
,of,O
,the,O
,control,O
,panel,O
Sentence 376,Fig. 3 ,O
,Mounting,O
,positions,O
Sentence 377,Fig. 5 ,O
,Control,O
,panel,O
Sentence 378,Fig. 6 ,O
,Wiring,O
,"diagram,",O
,7-wire,O
,"cable,",O
,DOL,O
Sentence 379,Fig. 7 ,O
,Wiring,O
,"diagram,",O
,10-wire,O
,"cable,",O
,Star,O
,/,O
,Delta,O
,(Y/D),O
Sentence 380,Fig. 14 ,O
,IO 113,i o systems
,module,O
Sentence 381,Fig. 13 ,O
,WIO sensor,accessories
Sentence 382,Fig. 1 ,O
,SL1,O
,pump,O
Sentence 383,Fig. 19 ,O
,Oil,O
,filling,O
,holes,O
Sentence 384,Fig. 20 ,O
,Removing,O
,the,O
,impeller,O
Sentence 385,Fig. 3 ,O
,Nameplate,O
Sentence 386,Fig. 22 ,O
,Removing,O
,the,O
,wear,O
,ring,O
Sentence 387,Fig. 18 ,O
,Jerk,O
,direction,O
Sentence 388,Fig. 8 ,O
,Wiring,O
,"diagram,",O
,10-wire,O
,"cable,",O
,Star,O
,connected,O
,(Y),O
Sentence 389,Fig. 9 ,O
,Wiring,O
,"diagram,",O
,10-wire,O
,"cable,",O
,Delta,O
,connected,O
,(D),O
Sentence 390,Fig. 17 ,O
,Start,O
,and,O
,stop,O
,levels,O
Sentence 391,Fig. 1 ,O
,M12,O
,"connector,",O
,IP,O
Sentence 392,Fig. 3 ,O
,Overview,O
,of,O
,the,O
,user,O
,diagnostic,O
,byte,O
,Status,O
Sentence 393,Fig. 4 ,O
,The,O
,five,O
,control,O
,modes,O
,and,O
,the,O
,data,O
,items,O
,used,O
,for,O
,generating,O
,the,O
,actual,O
,capacity,O
Sentence 394,Fig. 35 ,O
,Impeller,O
,"clearance,",O
,installation,O
,types,O
,D,water pump
,and,O
,"H,",O
,method,O
Sentence 395,Fig. 31 ,O
,Sensor,O
,"connections,",O
,SM 113,control unit
,outside,O
,motor,O
Sentence 396,Fig. 30 ,O
,Control,O
,cable,O
,seen,O
,towards,O
,the,O
,pump,O
Sentence 397,Fig. 29 ,O
,IO 113,i o systems
,and,O
,SM 113,control unit
Sentence 398,Fig. 12 ,O
,Wiring,O
,diagram,O
,for,O
,standard,O
,power,O
,cables,O
Sentence 399,Fig. 13 ,O
,Wiring,O
,diagram,O
,for,O
,sensors,O
Sentence 400,Fig. 21 ,O
,S,O
,"pump,",O
,range,O
Sentence 401,Fig. 1 ,O
,Covered,O
,pump,O
,on,O
,transportation,O
,stand,O
Sentence 402,Fig. 3 ,O
,Lifting,O
,points,O
,on,O
,"pumps,",O
,range,O
,and,O
Sentence 403,Fig. 26 ,O
,Permanent,O
,vertical,O
,dry,O
,installation,O
Sentence 404,Fig. 18 ,O
,"Horizontal,",O
,dry,O
,installation,O
,(H),O
Sentence 405,Fig. 16 ,O
,Stop,O
,levels,O
,for,O
,auto-coupling,O
,installations,O
Sentence 406,Fig. 34 ,O
,Impeller,O
,"clearance,",O
,installation,O
,types,O
,"S,",O
,C,O
,and,O
,ST,O
Sentence 407,Fig. 11 ,O
,Column,O
,pipe,O
,"installation,",O
,pump,O
,type,O
,ST,O
Sentence 408,Fig. 26 ,O
,Example,O
,of,O
,graphical,O
,display,O
,of,O
,data,O
,from,O
,monitored,O
,sensors,O
Sentence 409,Fig. 3 ,O
,Flashing,O
,sequence,O
Sentence 410,Fig. 10 ,O
,Selecting,O
,dispatch,O
,mode,O
,for,O
,alarms,O
,and,O
,warnings,O
Sentence 411,Fig. 6 ,O
,Adding,O
,an,O
,Installation,O
Sentence 412,Fig. 8 ,O
,Name,Tag
,and,O
,type,O
,of,O
,installation,O
Sentence 413,Fig. 25 ,O
,Example,O
,of,O
,graphical,O
,display,O
,of,O
,monitored,O
,sensors,O
Sentence 414,Fig. 2 ,O
,Example,O
,of,O
,an,O
,Account,O
,in,O
,Grundfos,O
,Remote,O
,Management,O
Sentence 415,Fig. 2 ,O
,Connecting,O
,the,O
,LON,O
Sentence 416,Fig. 3 ,O
,Example,O
,of,O
,Modbus,O
,connection,O
,as,O
,daisy,O
,chain,O
Sentence 417,Fig. 6 ,O
,Parity,O
Sentence 418,Fig. 5 ,O
,Float,O
,switches,O
Sentence 419,Fig. 6 ,O
,High-level,O
,and,O
,dry-running,O
,float,O
,switches,O
Sentence 420,Fig. 11 ,O
,Configuration,O
,by,O
,wizard,O
Sentence 421,Fig. 28 ,O
,Flowmeter,O
Sentence 422,Fig. 26 ,O
,Function,O
,of,O
,digital,O
,outputs,O
Sentence 423,Fig. 3 ,O
,Two,O
,pumps,O
,with,O
,analog,O
,level,O
,sensor,O
,and,O
,safety,O
,float,O
,switches,O
Sentence 424,Fig. 31 ,O
,Digital,O
,inputs,O
Sentence 425,Fig. 30 ,O
,Analog,O
,inputs,O
Sentence 426,Fig. 32 ,O
,Analog,O
,outputs,O
Sentence 427,Fig. 1 ,O
,"Nameplate,",O
,Dedicated,O
,Controls,O
,control,O
,cabinet,O
Sentence 428,Fig. 16 ,O
,Radio,O
,modem,O
,network,O
Sentence 429,Fig. 17 ,O
,Radio,O
,modem,O
,connection,O
,via,O
,Modbus,O
,RTU,O
Sentence 430,Fig. 34 ,O
,User-defined,O
,functions,O
Sentence 431,Fig. 9 ,O
,Ultrasonic,O
,sensor,O
Sentence 432,Fig. 4 ,O
,Two,O
,pumps,O
,with,O
,five,O
,float,O
,switches,O
Sentence 433,Fig. 19 ,O
,Analog,O
,inputs,O
Sentence 434,Fig. 20 ,O
,Analog,O
,inputs,O
Sentence 435,Fig. 21 ,O
,Analog,O
,inputs,O
,and,O
,measured,O
,value,O
Sentence 436,Fig. 15 ,O
,Communication,O
,settings,O
Sentence 437,Fig. 23 ,O
,Digital,O
,inputs,O
,and,O
,functions,O
Sentence 438,Fig. 2 ,O
,Example,O
,of,O
,Dedicated,O
,Controls,O
,control,O
,cabinet,O
Sentence 439,Fig. 12 ,O
,Example,O
,of,O
,a,O
,two-pump,O
,installation,O
,(factory,O
,settings),O
Sentence 440,Fig. 8 ,O
,Alarm,O
,resetting,O
,(manual,O
,resetting),O
Sentence 441,Fig. 9 ,O
,Detection,O
,of,O
,high,O
,water,O
,level,O
Sentence 442,Fig. 16 ,O
,Activity,O
Sentence 443,Fig. 17 ,O
,Parallel,O
,operation,O
Sentence 444,Fig. 2 ,O
,Single-pit,O
,mode,O
Sentence 445,Fig. 3 ,O
,Multi-pit,O
,mode,O
Sentence 446,Fig. 5 ,O
,Alarm,O
,relay,O
,output,O
Sentence 447,Fig. 13 ,O
,IR,O
,communication,O
Sentence 448,Fig. 12 ,O
,LED,O
,flash,O
,pattern,O
,during,O
,start-up,O
Sentence 449,Fig. 4 ,O
,IO,O
,module,O
Sentence 450,Fig. 11 ,O
,Status,O
,LEDs,O
Sentence 451,Fig. 10 ,O
,Detection,O
,of,O
,overflow,O
Sentence 452,Fig. 5 ,O
,Unilift,O
,AP,O
Sentence 453,Fig. 6 ,O
,Nameplate,O
,example,O
Sentence 454,Fig. 1 ,O
,Minimum,O
,pit,O
,dimensions,O
,when,O
,the,O
,float,O
,switch,O
,is,O
,set,O
,to,O
,the,O
,minimum,O
,free,O
,cable,O
,length,O
Sentence 455,Fig. 3 ,O
,Position,O
,of,O
,the,O
,pump,O
Sentence 456,Fig. 17 ,O
,Oil,O
,filling,O
,holes,O
Sentence 457,Fig. 3 ,O
,Horizontal,O
,dry,O
,installation,O
,with,O
,brackets,O
Sentence 458,Fig. 15 ,O
,IO 113,i o systems
Sentence 459,Fig. 2 ,O
,SEV,O
,pump,O
Sentence 460,Fig. 10 ,O
,Jerk,O
,direction,O
Sentence 461,Fig. 1 ,O
,SE1,O
,pump,O
,"SE1.50,",O
,DN,O
,or,O
,DN,O
,outlet,O
Sentence 462,Fig. 9 ,O
,SE1,O
,pump,O
,Fig.,O
,SEV,O
,pump,O
Sentence 463,Fig. 16 ,O
,WIO sensor,accessories
Sentence 464,Fig. 20 ,O
,Removing,O
,the,O
,wear,O
,ring,O
Sentence 465,Fig. 8 ,O
,Wiring,O
,"diagram,",O
,10-core,O
,"cable,",O
,star-connected,O
,(Y),O
Sentence 466,Fig. 18 ,O
,Removing,O
,the,O
,impeller,O
Sentence 467,Fig. 5 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,circulating,O
,flushing,O
,fluid,O
Sentence 468,Fig. 6 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,a,O
,dead-end,O
,flushingliquid,O
,supply,O
Sentence 469,Fig. 2 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,two,O
,separate,O
,shaft,O
,seals,O
,in,O
,a,O
,seal,O
,chamber,O
Sentence 470,Fig. 3 ,O
,Flow,O
,direction,O
,of,O
,flushing,O
,liquid,O
Sentence 471,Fig. 1 ,O
,Tandem,O
,seal,O
,arrangement,O
,consisting,O
,of,O
,two,O
,shaft,O
,seals,O
Sentence 472,Fig. 7 ,O
,Tandem,O
,seal,O
,arrangement,O
,with,O
,flushing,O
,fluid,O
,being,O
,led,O
,away,O
,to,O
,a,O
,drain,O
Sentence 473,Fig. 1 ,O
Sentence 474,Fig. 2 ,O
Sentence 475,Fig. 4 ,O
Sentence 476,Fig. 1 ,O
,AMD,O
,mixer,O
Sentence 477,Fig. 2 ,O
,AMG,O
,mixer,O
Sentence 478,Fig. 3 ,O
,AFG,O
,flowmaker,O
Sentence 479,Fig. 31 ,O
,Position,O
,of,O
,oil,O
,drain,O
,and,O
,oil,O
,filling,O
,screws,O
Sentence 480,Fig. 27 ,O
,Three,O
,thermal,O
,switches,O
,(PTO),O
Sentence 481,Fig. 30 ,O
,Oil,O
,check,O
,and,O
,oil,O
,filling,O
Sentence 482,Fig. 29 ,O
,Protection,O
,against,O
,electro-chemical,O
,corrosion,O
Sentence 483,Fig. 5 ,O
,Positioning,O
,sketch,O
,for,O
,mixers,O
Sentence 484,Fig. 22 ,O
,Attaching,O
,the,O
,cable,O
,to,O
,the,O
,wire,O
Sentence 485,Fig. 23 ,O
,Top,O
,fixation,O
,bracket,O
,with,O
,lifting,O
,and,O
,safety,O
,wires,O
,and,O
,cable,O
,sock,O
Sentence 486,Fig. 11 ,O
,Attaching,O
,the,O
,supply,O
,cable,O
,to,O
,the,O
,lifting,O
,wire,O
Sentence 487,Fig. 24 ,O
,Schematic,O
,drawing,O
,of,O
,delta,O
,and,O
,star,O
,connection,O
Sentence 488,Fig. 21 ,O
,Safety,O
,wire,O
Sentence 489,Fig. 4 ,O
,Nameplate,O
,of,O
,"AMD,",O
,"AMG,",O
,AFG,O
Sentence 490,Fig. 26 ,O
,ALR,O
,relay,O
,connections,O
Sentence 491,Fig. 18 ,O
,Welding,O
,of,O
,column,O
,profile,O
,and,O
,support,O
,legs,O
Sentence 492,Fig. 17 ,O
,Welding,O
,of,O
,column,O
,profile,O
,and,O
,support,O
,legs,O
Sentence 493,Fig. 1 ,O
,SL1.50.65,O
,pump,O
Sentence 494,Fig. 2 ,O
,SLV.65.65,O
,pump,O
Sentence 495,Fig. 5 ,O
,Wiring,O
,diagram,O
,for,O
,three-phase,O
,pumps,O
Sentence 496,Fig. 10 ,O
,Jerk,O
,direction,O
Sentence 497,Fig. 3 ,O
,Nameplate,O
,TM,O
Sentence 498,Fig. 11 ,O
,Pump,O
,viewed,O
,from,O
,suction,O
,port,O
Sentence 499,Fig. 12 ,O
,Oil,O
,filling,O
,holes,O
Sentence 500,Fig. 14 ,O
,"S3,",O
,intermittent,O
,operation,O
Sentence 501,Fig. 4 ,O
,Lifting,O
,bracket,O
Sentence 502,Fig. 2 ,O
,Stop,O
,levels,O
Sentence 503,Fig. 12 ,O
,WIO sensor,accessories
Sentence 504,Fig. 13 ,O
,IO 113,i o systems
,module,O
Sentence 505,Fig. 3 ,O
,Nameplate,O
,TM,O
Sentence 506,Fig. 7 ,O
,Coupling,O
,screws,O
Sentence 507,Fig. 5 ,O
,Schematic,O
,view,O
,of,O
,open,O
,system,O
,with,O
,a,O
,CR,water pump
,pump,O
Sentence 508,Fig. 1 ,O
,Example,O
,of,O
,a,O
,CR,water pump
,nameplate,O
,with,O
,ATEX,O
,approval,O
Sentence 509,Fig. 8 ,O
,Incorrect,O
,lifting,O
,of,O
,pump,O
Sentence 510,Fig. 6 ,O
,Venting,O
,the,O
,pump,O
Sentence 511,Fig. 7 ,O
,Correct,O
,lifting,O
,of,O
,pump,O
Sentence 512,Fig. 9 ,O
,Position,O
,of,O
,washers,O
,for,O
,oval,O
,bolt,O
,holes,O
Sentence 513,Fig. 1 ,O
,Horizontal,O
,motor,O
,shaft,O
Sentence 514,Fig. 11 ,O
,Standard,O
,module,O
,and,O
,speed,O
,switch,O
Sentence 515,Fig. 3 ,O
,Standard,O
,positions,O
Sentence 516,Fig. 4 ,O
,Flow,O
,"directions,",O
,single-head,O
,pumps,O
Sentence 517,Fig. 10 ,O
,Flange,O
,forces,O
,and,O
,moments,O
Sentence 518,Fig. 12 ,O
,Terminal,O
,box,O
,with,O
,relay,O
,module,O
Sentence 519,Fig. 4 ,O
,DIT-IR,control unit
,battery,O
,compartment,O
Sentence 520,Fig. 1 ,O
,Nameplate,O
,of,O
,DIT-IR,control unit
Sentence 521,Fig. 3 ,O
,DIT-IR,control unit
,keypad,O
,layout,O
Sentence 522,Fig. 4 ,O
,Dimensions,O
,of,O
,pump,O
,without,O
,accessories,O
Sentence 523,Fig. 5 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,ring,O
,stand,O
Sentence 524,Fig. 1 ,O
,Dimensions,O
,of,O
,pump,O
,without,O
,accessories,O
Sentence 525,Fig. 6 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,auto,O
,coupling,O
Sentence 526,Fig. 1 ,O
,Submerged,O
,pump,O
,on,O
,auto-coupling,O
Sentence 527,Fig. 2 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,ring,O
,stand,O
Sentence 528,Fig. 11 ,O
,Nameplate,O
Sentence 529,Fig. 7 ,O
,S1,O
,operation,O
Sentence 530,Fig. 3 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,auto,O
,coupling,O
Sentence 531,Fig. 2 ,O
,Free-standing,O
,pump,O
,on,O
,ring,O
,stand,O
Sentence 532,Fig. 4 ,O
Sentence 533,Fig. 3 ,O
Sentence 534,Fig. 2 ,O
Sentence 535,Fig. 4 ,O
Sentence 536,Fig. 12 ,O
Sentence 537,Fig. 13 ,O
Sentence 538,Fig. 7 ,O
Sentence 539,Fig. 11 ,O
Sentence 540,Fig. 8 ,O
Sentence 541,Fig. 1 ,O
Sentence 542,Fig. 2 ,O
Sentence 543,Fig. 3 ,O
Sentence 544,Fig. 1 ,O
,MQ,water system
,water,O
,supply,O
,system,O
Sentence 545,Fig. 8 ,O
,Electrical,O
,connection,O
Sentence 546,Fig. 2 ,O
,Control,O
,panel,O
Sentence 547,Fig. 12 ,O
,BM/BMhp,O
,with,O
,terminal,O
,box,O
Sentence 548,Fig. 13 ,O
,Wiring,O
,"diagram,",O
,DOL,O
,connection,O
Sentence 549,Fig. 14 ,O
,Wiring,O
,"diagram,",O
,star-delta,O
,connection,O
Sentence 550,Fig. 1 ,O
,Positional,O
,requirements,O
Sentence 551,Fig. 2 ,O
,Flow,O
,directions,O
Sentence 552,Fig. 4 ,O
,How,O
,to,O
,lift,O
,the,O
,pump,O
Sentence 553,Fig. 5 ,O
,Electronic,O
,circuit,O
,board,O
Sentence 554,Fig. 1 ,O
,Hydro,O
,Multi-S,O
,booster,O
,system,O
Sentence 555,Fig. 3 ,O
,Example,O
,of,O
,installation,O
,with,O
,expansion,O
,joints,O
,and,O
,pipe,O
,supports,O
,(Grundfos,O
,standard,O
,scope,O
,of,O
,supply,O
,in,O
,grey,O
Sentence 556,Fig. 2 ,O
,Vertical,O
,level,O
,switch,O
Sentence 557,Fig. 4 ,O
,Terminal,O
,"block,",O
,socket,O
,function,O
Sentence 558,Fig. 5 ,O
,Connection,O
,of,O
,several,O
,LC A2,controller
,units,O
Sentence 559,Fig. 6 ,O
,Locked,O
,LC A2,controller
Sentence 560,Fig. 8 ,O
,Hydro,O
,Multi-E,O
,with,O
,three-phase,O
,pumps,O
Sentence 561,Fig. 7 ,O
,Example,O
,of,O
,a,O
,mains-connected,O
,Hydro,O
,Multi-E,O
,with,O
,backup,O
,fuses,O
,and,O
,additional,O
,protection,O
Sentence 562,Fig. 9 ,O
,Hydro,O
,Multi-E,O
,with,O
,single-phase,O
,CME,water pump
,pumps,O
Sentence 563,Fig. 24 ,O
,Max.,O
,curve,O
,duty,O
Sentence 564,Fig. 27 ,O
,Difference,O
,between,O
,start,O
,and,O
,stop,O
,pressures,O
,(ΔH),O
Sentence 565,Fig. 10 ,O
,Example,O
,of,O
,a,O
,mains-connected,O
,Hydro,O
,Multi-E,O
,with,O
,backup,O
,fuses,O
,and,O
,additional,O
,protection,O
Sentence 566,Fig. 23 ,O
,Setpoint,O
,set,O
,to,O
,bar,O
Sentence 567,Fig. 20 ,O
,Hydro,O
,Multi-E,O
,in,O
,operating,O
,mode,O
,"""Max.""",O
Sentence 568,Fig. 1 ,O
,Hydro,O
,Multi-E,O
,components,O
Sentence 569,Fig. 2 ,O
,Nameplate,O
Sentence 570,Fig. 15 ,O
,Wiring,O
,of,O
,dry-running,O
,protection,O
,in,O
,emergency,O
,operation,O
Sentence 571,Fig. 14 ,O
,Level,O
,switch,O
,connected,O
,to,O
,pump,O
Sentence 572,Fig. 13 ,O
,Pressure,O
,switch,O
,connected,O
,to,O
,pump,O
Sentence 573,Fig. 3 ,O
,Parameters,O
,for,O
,the,O
,calculation,O
,of,O
,minimum,O
,inlet,O
,pressure,O
Sentence 574,Fig. 25 ,O
,R100,remote control
,communicating,O
,with,O
,the,O
,Hydro,O
,Multi-E,O
,via,O
,infra-red,O
,light,O
Sentence 575,Fig. 26 ,O
,Menu,O
,overview,O
Sentence 576,Fig. 18 ,O
,Position,O
,of,O
,air,O
,vent,O
,and,O
,filling,O
,screws,O
Sentence 577,Fig. 4 ,O
,Installation,O
,example,O
,with,O
,expansion,O
,joints,O
,and,O
,pipe,O
,hangers,O
Sentence 578,Fig. 6 ,O
,Hydro,O
,Multi-E,O
,with,O
,single-phase,O
,CME,water pump
,pumps,O
Sentence 579,Fig. 1 ,O
,Mounting,O
,in,O
,panel,O
,"front,",O
,standard,O
Sentence 580,Fig. 3 ,O
,Cable,O
,screens,O
,for,O
,external,O
,and,O
,internal,O
,GENIbus,O
,connections,O
,fixed,O
,with,O
,cable,O
Sentence 581,Fig. 11 ,O
,Dimensional,O
,sketch,O
Sentence 582,Fig. 10 ,O
,Terminal,O
,groups,O
Sentence 583,Fig. 9 ,O
,Proportional,O
,pressure,O
Sentence 584,Fig. 5 ,O
,CU,O
,user,O
,interface,O
Sentence 585,Fig. 11 ,O
,Drilling,O
,scheme,O
,for,O
,SS,O
,valves,O
Sentence 586,Fig. 9 ,O
,Dimensions,O
,of,O
,"PPH,",O
,"PVC,",O
,PP,O
,valves,O
Sentence 587,Fig. 5 ,O
,Dimensions,O
,of,O
,"PP,",O
,"PVC,",O
,PVDF,O
,valves,O
Sentence 588,Fig. 6 ,O
,Dimensions,O
,of,O
,SS,O
,valves,O
Sentence 589,Fig. 2 ,O
,Indication,O
,of,O
,relief,O
,pressure,O
,on,O
,valve,O
,body,O
Sentence 590,Fig. 3 ,O
,Setting,O
,the,O
,relief,O
,pressure,O
Sentence 591,Fig. 8 ,O
,Dimensions,O
,of,O
,SS,O
,valves,O
Sentence 592,Fig. 4 ,O
,Nameplate,O
Sentence 593,Fig. 8 ,O
,Dimensions,O
,of,O
,"PP,",O
,PVC,O
,valves,O
Sentence 594,Fig. 9 ,O
,Dimensions,O
,of,O
,SS,O
,valves,O
Sentence 595,Fig. 4 ,O
,Dimensions,O
,of,O
,"PP,",O
,"PVC,",O
,PVDF,O
,valves,O
Sentence 596,Fig. 2 ,O
,Setting,O
,the,O
,opening,O
,pressure,O
Sentence 597,Fig. 6 ,O
,Dimensions,O
,of,O
,"PP,",O
,"PVC,",O
,PVDF,O
,valves,O
Sentence 598,Fig. 3 ,O
,Nameplate,O
Sentence 599,Fig. 5 ,O
,Connection,O
,terminals,O
,of,O
,pump,O
,IO,O
,module,O
Sentence 600,Fig. 6 ,O
,Mains-connected,O
,pump,O
,with,O
,mains,O
,"switch,",O
,backup,O
,"fuses,",O
,additional,O
,protection,O
,and,O
,protective,O
,earthing,O
Sentence 601,Fig. 21 ,O
,Pump,O
,performance,O
,"setting,",O
,control,O
,mode,O
,uncontrolled,O
Sentence 602,Fig. 31 ,O
,Relation,O
,between,O
,the,O
,actual,O
,setpoint,O
,and,O
,the,O
,external,O
,setpoint,O
,signal,O
,in,O
,control,O
,mode,O
,uncontrolled,O
Sentence 603,Fig. 9 ,O
,Mains,O
,connection,O
Sentence 604,Fig. 33 ,O
,Position,O
,of,O
,indicator,O
,lights,O
,on,O
,three-phase,O
,pumps,O
Sentence 605,Fig. 32 ,O
,Position,O
,of,O
,indicator,O
,lights,O
,on,O
,single-phase,O
,pumps,O
Sentence 606,Fig. 1 ,O
,Examples,O
